dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022021114,20,28,38,25,27,34,27,23,39,25,29,30,28,36,34,32,34,28,30,19,21,28,22,32,18,23,30,27,26,18,33,75
2022021115,21,28,30,41,29,33,29,27,29,30,30,41,24,26,33,32,34,25,29,25,26,23,26,27,31,20,28,28,32,23,18,77
2022021116,18,30,38,32,32,33,29,25,36,38,30,40,32,30,29,33,32,28,30,23,28,30,31,36,32,26,26,26,34,28,30,74
2022021117,21,33,34,,33,28,28,30,36,31,34,29,33,40,31,34,39,29,25,22,31,26,34,33,34,30,32,34,34,30,34,78
