dataTime,total,MB,MK,MS
2022031401,46052.0,23929.442511088368,8018.379620152395,14104.177868759238
2022031402,299.0,155.3657454793586,52.060616399408616,91.57363812123279
2022031403,11040.0,5736.581371545548,1922.2381439781648,3381.180484476288
2022031404,2012.0,1045.4711702490615,350.320937109064,616.2078926418742
2022031405,184797.0,96023.82497441149,32176.072671443188,56597.10235414534
2022031406,24549.0,12756.099283520982,4274.368133742751,7518.532582736267
2022031407,100542.0,52243.42067553736,17505.948140566365,30792.631183896283
2022031408,248656.0,129206.10303650628,43294.931877629926,76154.96508586375
2022031409,11872.0,6168.903445922893,2067.1024678721706,3635.9940862049352
2022031410,13677.0,7106.813715455477,2381.3814397816445,4188.80484476288
2022031411,53024.0,27552.218355510064,9232.314795860346,16239.466848629587
2022031412,19967.0,10375.210167178437,3476.5696576822465,6115.220175139317
2022031413,124033.0,64449.76424428524,21596.101785511208,37987.13397020357
2022031414,7172.0,3726.699419993177,1248.7583304901627,2196.5422495166613
2022031415,186453.0,96884.3121801433,32464.408393039917,57104.27942681678
2022031416,1933.0,1004.4213578983282,336.5657909700898,592.0128511315819
2022031417,136551.0,70954.340839304,23775.68304332992,41820.97611736608
2022031418,7809.0,4057.6960081883317,1359.6700784715113,2391.633913340157
2022031419,220368.0,114507.15250767654,38369.54486523372,67491.30262708972
2022031420,61218.0,31809.967246673485,10659.019447287614,18749.013306038898
2022031421,2132.0,1107.8253155919483,371.214829978392,652.9598544296599
2022031422,5019.0,2607.962128966223,873.8870692596382,1537.1508017741387
2022031423,43547.0,22627.79972705561,7582.219606505175,13336.980666439209
2022031424,41548.0,21589.08358921869,7234.162174456956,12724.754236324348
2022031501,225480.0,117163.43909928351,39259.62470146708,69056.93619924941
2022031502,106329.0,55250.44933469807,18513.556124189694,32564.994541112246
2022031503,157.01999999999995,81.59039918116684,27.33965881951552,48.08994199931764
2022031504,55579.0,28879.842033435685,9677.180598203116,17021.977368361197
2022031505,465.0,241.6223132036848,80.96383486864549,142.41385192766973
2022031506,59.0,30.65745479358581,10.272830660752874,18.06971454566132
2022031507,8886.0,4617.324462640738,1547.192766973729,2721.482770385533
2022031508,75645.0,39306.494370521985,13170.98771750256,23167.51791197544
2022031509,19399.0,10080.067212555445,3377.6718981007616,5941.260889343796
2022031510,13006.0,6758.1501194131715,2264.549755487319,3983.3001250995103
2022031511,123117.0,63973.794268167854,21436.61173660867,37706.59399522347
2022031512,16721.0,8688.530535653359,2911.3898555669275,5121.079608779712
2022031513,202602.0,105275.62128966225,35276.204025929714,62050.174684408055
2022031514,3561.0,1850.3592630501541,620.0262708973048,1090.6144660525417
2022031515,31450.0,16341.982258614808,5475.941089503012,9632.076651882178
2022031516,35126.0,18252.09757761856,6115.990674400092,10757.911747981349
2022031517,102490.0,53255.63630160353,17845.125668145112,31389.238030251337
2022031518,32158.0,16709.871716137834,5599.215057432049,9848.913226430112
2022031519,46291.0,24053.63118389628,8059.993290117139,14177.37552598658
2022031520,18898.0,9819.738655748892,3290.4398953713176,5787.82144887979
2022031521,160915.0,83614.31081542137,28017.83975889912,49282.849425679524
2022031522,49081.0,25503.365063118392,8545.776299329009,15031.858637552596
2022031523,20035.0,10410.54418287274,3488.4095303082,6136.04628681906
2022031524,500.0,259.8089389286933,87.05788695553282,153.1331741157739
