dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042115,1.7,0.6,252,1.8,1,90,1,13.7,94,80
2022042116,1.1,0.4,248,1.2,0,88,0,13.9,94,80
2022042117,1.3,-0.2,282,1.3,0,80,0,13.8,94,80
2022042118,-0.1,0.6,158,0.6,0,91,0,11.7,94,80
2022042119,-0.6,0.4,118,0.8,0,94,0,10.6,94,80
2022042120,-1.1,0,88,1.2,0,95,0,9.9,94,80
2022042121,-1,0.2,100,1.1,0,95,0,8.5,94,80
2022042122,-0.2,0,93,0.3,0,96,0,9.8,94,80
2022042123,-0.2,0,93,0.3,0,96,0,10.2,94,80
2022042124,-0.3,0,88,0.4,0,96,0,9.9,94,80
2022042201,-0.3,0.6,143,0.7,0,96,0,10,94,80
2022042202,-0.8,0.6,126,1.1,0,96,0,9.6,94,80
2022042203,-0.4,0.3,125,0.6,0,97,0,9.7,94,80
2022042204,-0.1,0.3,149,0.3,0,97,0,9.6,94,80
2022042205,0,0,53,0.1,0,97,0,9.3,94,80
2022042206,-0.3,0.2,118,0.4,0,97,0,9.2,94,80
2022042207,-0.3,0.1,106,0.4,0,97,0,9.7,94,80
2022042208,0.8,0,280,0.8,0,97,0,11.9,94,80
2022042209,1,-0.2,287,1,0,72,0,16.7,94,80
2022042210,0.5,-1.2,340,1.4,0,55,0,19.4,94,80
2022042211,0.3,-1.5,349,1.6,0,51,0,19.7,94,80
