dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042115,0,-0.3,12,0.4,1,91,0,13.8,98,78
2022042116,0,0,0,0,0,91,0,13.3,98,78
2022042117,0,0,0,0,0,89,0,13.2,98,78
2022042118,0,0,0,0,0,95,0,11.6,98,78
2022042119,0,-0.1,350,0.2,0,96,0,10.5,98,78
2022042120,0,0,0,0,0,96,0,9.8,98,78
2022042121,0,0,0,0,0,97,0,8.8,98,78
2022042122,0,0,0,0,0,97,0,9,98,78
2022042123,0,0,48,0.1,0,97,0,8.6,98,78
2022042124,0,0,0,0,0,98,0,8.2,98,78
2022042201,0,0,0,0,0,98,0,7.5,98,78
2022042202,0.2,0.1,248,0.2,0,98,0,7.1,98,78
2022042203,-0.1,0.7,159,0.7,0,98,0,7.3,98,78
2022042204,0.2,0.1,251,0.2,0,98,0,7.1,98,78
2022042205,-0.1,-0.1,53,0.3,0,98,0,7.4,98,78
2022042206,-0.1,0.2,126,0.3,0,98,0,10.6,98,78
2022042207,-0.2,-0.2,49,0.4,0,94,0,13.9,98,78
2022042208,-1.1,0,84,1.2,0,53,0,18.2,98,78
2022042209,1.1,3.4,198,3.6,0,46,0,19.7,98,78
2022042210,3.1,1.8,240,3.6,0,45,0,21.5,98,78
2022042211,3.3,3.1,227,4.5,0,42,0,21,98,78
