dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042115,1.1,-0.6,303,1.3,1,91,1,13.7,94,77
2022042116,0,0,11,0.1,0,94,0.3,13.2,94,77
2022042117,0.4,-0.2,312,0.5,0,88,0,14.1,94,77
2022042118,0.7,-0.4,304,0.9,0,91,0,13,94,77
2022042119,0,-0.2,7,0.3,0,95,0,11.9,94,77
2022042120,0.3,0,286,0.3,0,93,0,11,94,77
2022042121,-0.3,0,84,0.4,0,95,0,10.8,94,77
2022042122,0,0,335,0.1,0,98,0,10.2,94,77
2022042123,0.1,0,299,0.1,0,98,0,10.1,94,77
2022042124,0,0,0,0,0,99,0,9.7,94,77
2022042201,1.4,-0.9,307,1.7,0,99,0,9.5,94,77
2022042202,0,0,0,0,0,100,0,9,94,77
2022042203,0,0,0,0,0,99,0,8.7,94,77
2022042204,-0.7,-0.4,60,0.9,0,100,0,8.4,94,77
2022042205,0.2,-0.1,313,0.3,0,100,0,8.9,94,77
2022042206,1.1,-0.6,302,1.3,0,100,0,9.8,94,77
2022042207,0,0.6,178,0.6,0,99,0,10.9,94,77
2022042208,-1,1.2,136,1.6,0,84,0,14,94,77
2022042209,-1.2,1.3,134,1.8,0,69,0,17.9,94,77
2022042210,-1.1,1.9,148,2.2,0,48,0,21.4,94,77
2022042211,2.4,2.2,227,3.3,0,44,0,21.4,94,77
