dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042115,0.8,-0.8,316,1.2,0,87,1,13.4,93,78
2022042116,0.1,-0.8,356,0.9,0,79,0,14,93,78
2022042117,-0.7,0,92,0.8,0,82,0,14.4,93,78
2022042118,-0.4,-0.4,46,0.7,0,93,0,11.9,93,78
2022042119,-0.8,0.4,112,1,0,95,0,10.7,93,78
2022042120,-0.4,0.7,146,0.9,0,96,0,10.1,93,78
2022042121,-0.1,0,100,0.2,0,97,0,9.3,93,78
2022042122,-0.3,0.6,144,0.7,0,97,0,9.1,93,78
2022042123,0.1,0,253,0.1,0,98,0,9.3,93,78
2022042124,0,-0.4,2,0.5,0,99,0,9.9,93,78
2022042201,0.5,-0.1,293,0.5,0,99,0,10,93,78
2022042202,-0.1,-0.3,26,0.4,0,99,0,9.7,93,78
2022042203,0.7,0,279,0.7,0,99,0,9.5,93,78
2022042204,0.8,0.3,250,0.9,0,99,0,9.4,93,78
2022042205,0.4,0,274,0.4,0,99,0,9.6,93,78
2022042206,1,0,277,1,0,99,0,9.8,93,78
2022042207,0.8,0.3,248,0.9,0,99,0,10.1,93,78
2022042208,1.8,-0.3,282,1.8,0,99,0,12,93,78
2022042209,1.5,0.2,263,1.5,0,80,0,15.3,93,78
2022042210,1.7,2.6,213,3.1,0,50,0,20.2,93,78
2022042211,2,3,214,3.6,0,50,0,20.8,93,78
