dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042115,,,,,,,,,100,73
2022042116,,,,,,,,,100,73
2022042117,,,,,,,,,100,73
2022042118,,,,,,,,,100,73
2022042119,,,,,,,,,100,73
2022042120,,,,,,,,,100,73
2022042121,,,,,,,,,100,73
2022042122,,,,,,,,,100,73
2022042123,,,,,,,,,100,73
2022042124,,,,,,,,,100,73
2022042201,,,,,,,,,100,73
2022042202,,,,,,,,,100,73
2022042203,,,,,,,,,100,73
2022042204,,,,,,,,,100,73
2022042205,,,,,,,,,100,73
2022042206,,,,,,,,,100,73
2022042207,,,,,,,,,100,73
2022042208,,,,,,,,,100,73
2022042209,,,,,,,,,100,73
2022042210,,,,,,,,,100,73
2022042211,,,,,,,,,100,73
