dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022032314,41,44,42,40,48,48,43,33,47,30,50,56,46,49,57,47,59,39,24,38,34,42.0,38,54,34,27,48.0,49,54,29,46,
2022032514,47,45,44,47,54,58,34,45,45,39,48,45,57,46,55,45,53,42,45,43,43,42.0,43,46,39,42,,38,61,39,43,
2022032516,34,38,45,34,44,46,31,34,40,33,42,42,51,44,47,43,53,55,37,44,37,,48,42,33,31,37.0,48,47,35,44,77.0
2022032517,28,35,39,37,49,45,28,34,35,33,42,37,50,48,59,38,35,39,31,36,35,33.0,43,34,32,30,32.0,52,46,39,41,71.0
