dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022042114,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.002,0.002,,0.003,,0.002,,,,0.002,,0.002,0.002,0.002,0.002
2022042115,0.002,0.003,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,,0.003,,0.002,,,,0.002,0.002,0.002,0.002,0.002,0.002
2022042116,0.002,0.003,0.003,0.002,,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.002,0.002,0.002,0.002,0.002
2022042117,0.002,0.003,0.003,0.002,,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,,0.002,0.003,0.003,0.002,0.002,,0.003,,,0.002,,,0.002,0.002,0.002,0.002,0.002,0.002
2022042124,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.002,0.002,0.002,0.002,0.001
2022042201,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.003,0.002,,0.003,,0.002,0.002,,,0.002,0.002,0.002,0.002,0.002,0.001
2022042202,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.002,0.002,0.002,0.002,0.002
2022042203,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.003,0.003,0.002,0.002,0.001
2022042204,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.004,0.004,0.002,0.002,0.001
2022042205,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.003,0.003,0.002,0.002,0.001
2022042206,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,,0.003,,0.002,0.002,,,0.002,0.003,0.002,0.002,0.002,0.001
2022042207,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.003,,0.003,,0.002,0.002,,,0.002,0.003,0.002,0.002,0.002,0.001
2022042208,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.002,,0.003,,0.002,0.002,,,0.002,0.004,0.003,0.002,0.002,0.002
2022042209,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.005,0.004,0.003,0.002,,0.004,,0.003,0.002,,,0.002,0.004,0.003,0.002,0.002,0.001
2022042210,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.005,0.004,0.003,0.002,,0.004,,0.003,0.003,,,0.003,0.003,0.003,0.003,0.002,0.002
2022042211,0.003,0.003,0.005,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.004,0.004,0.003,0.003,0.004,0.005,0.003,0.003,0.002,,0.003,,0.003,0.003,,,0.003,0.003,0.003,0.006,0.002,0.002
2022042212,0.003,0.003,0.005,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.004,0.004,0.003,0.003,0.004,0.005,0.004,0.002,0.002,,0.003,,0.002,0.003,,,0.003,0.003,0.003,0.004,0.002,0.001
2022042213,0.003,0.003,0.004,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.004,0.004,0.006,0.004,0.002,0.002,,0.003,,0.003,0.003,,,0.002,0.003,0.003,0.002,0.002,0.001
