aprtfEtryptDt,total,MB,MK,MS
2022072509,0,0.0,0.0,0.0
2022072510,0,0.0,0.0,0.0
2022072511,0,0.0,0.0,0.0
2022072512,0,0.0,0.0,0.0
2022072513,0,0.0,0.0,0.0
2022072514,0,0.0,0.0,0.0
2022072515,0,0.0,0.0,0.0
2022072516,0,0.0,0.0,0.0
2022072517,0,0.0,0.0,0.0
2022072518,0,0.0,0.0,0.0
2022072519,0,0.0,0.0,0.0
2022072520,0,0.0,0.0,0.0
2022072521,0,0.0,0.0,0.0
2022072522,0,0.0,0.0,0.0
2022072523,0,0.0,0.0,0.0
2022072524,0,0.0,0.0,0.0
2022072510,124,64.43261685431594,21.590355964972137,37.97702718071193
2022072515,146,75.86421016717844,25.42090299101558,44.71488684180598
2022072512,51,26.500511770726714,8.879904469464346,15.619583759808938
2022072509,51,26.500511770726714,8.879904469464346,15.619583759808938
2022072513,65,33.775162060730125,11.317525304219265,19.90731263505061
2022072514,59,30.657454793585806,10.272830660752872,18.06971454566132
2022072512,107,55.59911293074036,18.63038780848402,32.770499260775615
2022072509,107,55.59911293074036,18.63038780848402,32.770499260775615
2022072511,31,16.108154213578985,5.397588991243034,9.494256795177982
2022072515,62,32.21630842715797,10.795177982486068,18.988513590355964
2022072508,62,32.21630842715797,10.795177982486068,18.988513590355964
2022072510,1653,858.92835209826,287.8133742749915,506.2582736267485
2022072515,995,517.0197884680996,173.24519504151027,304.7350164903901
2022072501,285,148.09109518935517,49.6229955646537,87.28590924599112
2022072505,498,258.7697031729785,86.70965540771067,152.5206414193108
2022072515,194,100.80586830433299,33.77846013874673,59.41567155692027
2022072508,843,438.03787103377687,146.77959740702832,258.1825315591948
2022072515,699,363.2128966223132,121.70692596383486,214.0801774138519
2022072515,314,163.1600136472194,54.6723530080746,96.167633344706
2022072515,24,12.470829068577277,4.178778573865575,7.350392357557148
2022072516,24,12.470829068577277,4.178778573865575,7.350392357557148
2022072510,24,12.470829068577277,4.178778573865575,7.350392357557148
2022072508,575,298.7802797679973,100.11656999886273,176.10315023313998
2022072502,51,26.500511770726714,8.879904469464346,15.619583759808938
2022072511,166,86.25656772432617,28.90321846923689,50.840213806436935
2022072508,62,32.21630842715797,10.795177982486068,18.988513590355964
2022072515,125,64.95223473217332,21.764471738883202,38.283293528943474
2022072502,149,77.4230638007506,25.943250312748777,45.63368588650062
2022072513,61,31.69669054930058,10.621062208575003,18.682247242124415
2022072512,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072512,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072514,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072514,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072516,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072511,40,20.784715114295462,6.964630956442624,12.250653929261912
2022072506,46,23.90242238143978,8.009325599909019,14.088252018651199
2022072507,1036,538.3241214602525,180.383941771864,317.2919367678835
2022072507,4587,2383.487205731832,798.669054930058,1404.8437393381098
2022072508,39941,20754.057659501876,6954.358125781871,12232.584214716251
2022072508,7464,3878.4278403275334,1299.6001364721938,2285.972023200273
2022072508,2389,1241.3671102012966,415.9625838735358,731.6703059251677
2022072515,2977,1546.9024223814397,518.3426589332423,911.7549186853178
2022072505,1865,969.087342204026,324.72591834413737,571.1867394518366
2022072505,16738,8697.364039576936,2914.349823723416,5126.286136699647
2022072515,356,184.98396451722962,61.98521551233936,109.03081997043101
2022072511,5996,3115.6287956328897,1043.9981803707494,1836.3730239963606
2022072508,9522,4947.801432958035,1657.9303991811669,2916.2681678607983
2022072515,149,77.4230638007506,25.943250312748777,45.63368588650062
2022072507,8076,4196.433981576254,1406.158990105766,2473.40702831798
2022072511,5403,2807.4953940634596,940.7475264414875,1654.7570794950527
