dataTime,2104066,2113056,2110060,2101057,2108058,2109066,2104063,2112058,2110055,2131013,2102056,2103053,2106056,2115056,2105083,2112056,2115063,2131011,2114057,2107070,2108063,2109064,2111058,2106063,2111067,2105076,2112051,2103068,2332033,2111073,2112059,2103056
2022042101,0.3,0.3,0.4,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.3,,0.3,,0.3,0.2,,,0.4,0.3,0.3,0.5,0.3,0.3,0.3
2022042102,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.3,,0.3,,0.3,0.2,,,0.4,0.3,0.2,0.5,0.3,0.4,0.3
2022042103,0.3,0.3,0.4,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.3,,0.3,,0.3,0.2,,,0.4,0.4,0.3,0.5,0.3,0.4,0.3
2022042104,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.3,,0.3,,0.4,0.2,,,0.4,0.4,0.3,0.5,0.3,0.4,0.3
2022042105,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.3,,0.3,,0.3,0.2,,,0.4,0.4,0.3,0.5,0.3,0.3,0.3
2022042106,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,,0.3,,0.3,0.2,,,0.4,0.4,0.3,0.5,0.3,0.4,0.3
2022042107,0.3,0.3,0.4,0.3,0.5,0.3,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.6,0.2,0.2,0.3,0.3,,0.3,,0.3,0.2,,,0.5,0.4,0.3,0.5,0.3,0.3,0.3
2022042108,0.3,0.4,0.3,0.4,0.5,0.3,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.3,0.2,0.4,0.3,,0.3,,0.4,0.3,,,0.5,0.4,0.4,0.5,0.3,0.3,0.4
2022042109,0.3,0.4,0.3,0.4,0.4,0.3,0.2,0.4,0.4,0.3,0.4,0.4,0.6,0.4,0.3,0.2,0.4,0.4,,0.3,,0.3,0.4,,,0.5,0.4,0.4,0.5,0.4,0.3,0.5
2022042110,0.3,0.3,0.4,0.4,0.5,0.3,0.2,0.4,0.4,0.3,0.4,0.4,0.5,0.3,0.3,0.3,0.3,0.3,,0.3,,0.3,0.4,,,0.4,0.4,0.4,0.5,0.5,0.3,0.3
2022042111,0.3,0.3,0.3,0.4,0.4,0.3,0.2,0.3,0.4,0.3,0.4,0.4,0.4,0.3,,0.3,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.4,0.3,0.5,0.4,0.3,0.3
2022042112,0.3,0.3,0.4,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.3,,0.3,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.3,0.3,0.5,0.4,0.3,0.4
2022042113,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.3,,0.5,0.4,0.3,0.3
2022042114,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,,0.3,,0.3,0.2,,,,0.3,,0.5,0.4,0.3,0.3
2022042115,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,,0.3,,0.3,0.2,,,,0.3,0.3,0.5,0.4,0.3,0.3
2022042116,0.3,0.3,0.4,0.3,,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.3,0.3,0.5,0.3,0.3,0.3
2022042117,0.3,0.3,0.4,0.4,,0.3,0.2,0.3,0.4,0.2,0.4,0.3,0.3,,0.2,0.2,0.3,0.3,,0.3,,0.3,,,,0.4,0.3,0.3,0.5,0.3,0.3,0.3
2022042118,0.3,0.3,0.4,0.3,,0.3,0.2,0.3,0.4,0.3,0.4,0.3,0.3,,0.3,0.2,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.3,0.3,0.5,0.3,0.3,0.3
2022042119,0.3,0.3,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.3,,0.3,,0.3,0.3,,,0.4,0.3,0.3,0.6,0.3,0.3,0.3
2022042120,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.3,,0.4,,0.4,0.2,,,0.4,0.3,0.4,0.6,0.3,0.3,0.3
2022042121,0.3,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.4,0.4,0.3,,0.4,,0.4,0.2,,,0.5,0.4,0.3,0.5,0.3,0.4,0.3
2022042122,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.3,,0.3,,0.4,0.2,,,0.4,0.4,0.3,0.5,0.4,0.4,0.3
2022042123,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.3,0.4,0.3,0.4,0.3,0.4,0.4,0.3,0.4,0.3,0.3,,0.3,,0.4,0.2,,,0.5,0.3,0.3,0.5,0.4,0.4,0.3
