dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,2.3,6.5,200,6.9,0,34,0.0,21.2,96,75
2022042113,0.2,-0.1,315,0.3,1,83,1.0,14.7,96,75
2022042114,0.0,-1.4,4,1.5,1,87,1.0,14.6,96,75
2022042115,-0.2,-1.6,10,1.7,0,87,2.5,13.7,96,75
2022042116,0.1,-1.2,356,1.3,0,88,0.5,13.9,96,75
2022042117,0.5,-1.1,337,1.3,0,85,0,14.8,96,75
