dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,2.1,-0.6,289,2.2,0,21,0.0,18.7,97,78
2022042113,-0.3,-3.0,7,3.1,1,86,0.5,10.0,97,78
2022042114,1.4,-3.8,340,4.1,1,93,1.0,10.2,97,78
2022042115,3.0,-6.0,334,6.8,1,93,1.0,9.5,97,78
2022042116,1.0,-6.0,351,6.2,1,94,1.0,9.9,97,78
2022042117,-0.8,-3.6,14,3.8,0,91,0,10.4,97,78
