dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,1.9,4.9,201,5.3,0,31,0.0,21.4,98,74
2022042113,0.7,-1.6,338,1.8,1,95,0.9,13.8,98,74
2022042114,1.9,-1.9,316,2.8,1,95,1.0,13.7,98,74
2022042115,2.1,-0.4,283,2.2,1,93,0.8,13.6,98,74
2022042116,2.4,-1.7,307,3.0,1,95,0.6,13.1,98,74
2022042117,1.2,-1.4,321,1.9,0,88,0,13.7,98,74
