dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,1.1,5.2,192,5.3,0,13,0.0,22.5,99,80
2022042113,0.7,0.3,247,0.8,1,80,0.5,14.0,99,80
2022042114,2.1,1.3,238,2.5,1,80,1.0,13.6,99,80
2022042115,0.9,0.7,232,1.1,1,83,1.5,13.3,99,80
2022042116,-0.2,0.3,135,0.4,1,86,0.5,13.3,99,80
2022042117,-0.2,-0.3,37,0.5,0,84,0,13.7,99,80
