dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,1.7,3.2,208,3.6,0,20,0.0,23.9,97,76
2022042113,0.6,-0.2,297,0.7,1,81,0.5,14.9,97,76
2022042114,0.0,-0.7,360,0.8,1,82,1.0,14.6,97,76
2022042115,0.0,-1.1,5,1.2,1,83,1.0,13.9,97,76
2022042116,0.4,-1.0,340,1.2,0,82,0.5,13.9,97,76
2022042117,0,-0.6,360,0.7,0,84,0.5,14.4,97,76
