dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,0.4,2.7,188,2.7,0,33,0.0,21.5,100,75
2022042113,0.2,-0.1,315,0.3,0,90,1.0,14.5,100,75
2022042114,0.4,-0.9,338,1.1,1,91,1.0,13.8,100,75
2022042115,-0.1,0.3,146,0.4,1,94,1.0,14.2,100,75
2022042116,0.2,-0.1,315,0.3,0,95,0.5,14.1,100,75
2022042117,0.5,0.1,259,0.5,0,98,0,14.3,100,75
