dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,0.7,4.6,188,4.6,0,17,0.0,22.3,98,76
2022042113,0.0,-0.2,360,0.5,1,90,1.5,14.0,98,76
2022042114,-0.2,-0.3,37,0.5,1,90,1.0,13.5,98,76
2022042115,-0.4,-0.1,68,0.5,1,90,1.0,13.3,98,76
2022042116,0.6,0.0,279,0.6,1,85,0.5,13.6,98,76
2022042117,0,0,90,0.1,0,93,0,13.6,98,76
