dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,-1.3,5.2,165,5.4,0,20,0.0,22.9,97,80
2022042113,0.2,1.3,189,1.3,1,89,1.0,14.7,97,80
2022042114,0.8,-0.3,297,0.9,1,91,1.5,13.8,97,80
2022042115,0.1,0.4,194,0.4,1,92,1.0,13.4,97,80
2022042116,-1.0,1.2,137,1.6,0,91,0.5,13.6,97,80
2022042117,-0.2,1.6,169,1.6,0,90,0,13.9,97,80
