dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022042015,3.1,0.1,267,3.1,0,19,0.0,22.9,97,75
2022042113,1.0,0.0,276,1.0,1,90,1.0,13.4,97,75
2022042114,1.1,-0.2,285,1.1,1,92,1.0,13.5,97,75
2022042115,1.6,0.2,263,1.6,1,92,1.0,13.2,97,75
2022042116,1.4,0.0,270,1.4,0,92,0.5,13.4,97,75
2022042117,0.6,-0.6,319,0.9,0,90,0,13.2,97,75
