dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071408,1.0,0.0,270,1.0,0,87,0.0,27.6,93,76
2022071409,2.0,0.7,251,2.1,0,87,0.0,28.3,93,76
2022071410,2.4,1.5,238,2.8,0,86,0.0,27.8,93,76
2022071411,0.6,2.2,195,2.3,1,77,0.2,30.1,93,76
2022071412,0.2,1.7,187,1.7,0,76,0.0,31.3,93,76
2022071413,2.9,-1.0,291,3.1,0,67,0.0,32.4,93,76
2022072510,-0.1,1.3,172,1.3,0,76,0,29.5,93,76
