dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071221,1.2,-0.8,307,1.5,0,81,0,23,97,80
2022071222,1.3,-0.4,293,1.4,0,86,0,22.3,97,80
2022071223,1.4,-0.7,301,1.6,0,87,0,22,97,80
2022071224,1.5,-0.7,299,1.7,0,92,0,20.9,97,80
2022071301,0.2,0.2,222,0.3,0,92,0,20.3,97,80
2022071302,1,-0.5,301,1.2,0,93,0,20.2,97,80
2022071303,0.6,-0.1,290,0.6,0,93,0,20.4,97,80
2022071304,0.4,-0.1,297,0.5,0,93,0,20.6,97,80
2022071305,1.4,-0.8,302,1.7,0,91,0,21.1,97,80
2022071306,0,0.6,173,0.6,0,91,0,21.6,97,80
2022071307,-0.3,0.2,117,0.4,0,85,0,22.7,97,80
2022071308,0,0.7,182,0.7,0,78,0,23.8,97,80
2022071309,-0.2,0.9,160,1,0,75,0,25.4,97,80
2022071310,-1,0.7,121,1.3,0,73,0,25.5,97,80
2022071311,0.2,0.9,195,0.9,0,74,0,25.6,97,80
2022071312,-1.1,0.1,94,1.2,0,71,0,26.3,97,80
2022071313,0.2,0.6,203,0.6,0,77,0,26,97,80
2022071314,0.7,1.2,212,1.4,0,78,0,25.6,97,80
2022071315,0,2.1,177,2.1,0,81,0,24.9,97,80
2022071316,1.2,0.2,262,1.2,0,82,0,24.8,97,80
2022071317,0.1,0.3,198,0.3,0,82,0,24.7,97,80
