dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071408,,,,,,,,,95,72
2022071409,,,,,,,,,95,72
2022071410,,,,,,,,,95,72
2022071411,,,,,,,,,95,72
2022071412,,,,,,,,,95,72
2022071413,,,,,,,,,95,72
2022072510,,,,,,,,,95,72
