dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071408,0.0,2.9,178,2.9,0,85,0,27.3,97,80
2022071409,0.4,2.4,189,2.4,0,87,0,26.8,97,80
2022071410,-0.3,2.4,171,2.4,0,86,0,27.3,97,80
2022071411,0.2,2.4,185,2.4,0,80,0,28.7,97,80
2022071412,1.0,0.6,239,1.2,0,67,0,31.4,97,80
2022071413,2.6,-0.2,277,2.6,0,58,0,32.7,97,80
2022072510,-1.2,1.8,144,2.2,0,68,0,30.8,97,80
