dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071221,-5.3,4.7,131,7.2,0,89,0,23.4,93,72
2022071222,-4.6,3.7,128,6,0,83,0,23.7,93,72
2022071223,-2.1,1.6,126,2.7,0,83,0,23.4,93,72
2022071224,-2.6,2.4,131,3.6,0,80,0,23.4,93,72
2022071301,-0.4,1.7,164,1.8,0,84,0,22.9,93,72
2022071302,-0.4,0.6,142,0.8,0,84,0,22.9,93,72
2022071303,-0.9,-0.1,80,1,0,81,0,23,93,72
2022071304,-1.6,-1.3,52,2.2,0,82,0,22.8,93,72
2022071305,-1.1,-0.8,53,1.5,0,83,0,23,93,72
2022071306,-0.1,-0.9,9,1,0,82,0,23.4,93,72
2022071307,0.5,0,277,0.5,0,84,0,23.9,93,72
2022071308,0.6,0,270,0.6,0,81,0,24.9,93,72
2022071309,-3.4,1.5,113,3.8,0,79,0,24.4,93,72
2022071310,-5.8,2.7,115,6.5,0,83,0,24.2,93,72
2022071311,-4.5,2.6,119,5.3,0,85,0,24.2,93,72
2022071312,-5.2,2.3,114,5.8,0,87,0,24.3,93,72
2022071313,-6.2,2.1,108,6.6,0,89,0,24.3,93,72
2022071314,-2.4,0.5,102,2.6,0,90,0,24,93,72
2022071315,-3.7,1.5,112,4.1,0,87,0,24.2,93,72
2022071316,-3,0.9,107,3.2,0,86,0,24.2,93,72
2022071317,-2.9,0.7,103,3.1,0,87,0,24,93,72
