dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071408,1.9,0.3,261,1.9,0,89,0,26.8,94,72
2022071409,2.8,0.1,268,2.8,0,84,0,29.1,94,72
2022071410,2.4,-0.5,284,2.5,0,81,0,28.4,94,72
2022071411,1.6,-0.1,277,1.6,0,86,0,27.4,94,72
2022071412,2.6,-0.3,279,2.6,0,76,0,30.4,94,72
2022071413,1.4,0.2,262,1.4,0,71,0,33.0,94,72
2022072510,-2.9,1.5,116,3.4,0,84,0,27.4,94,72
