dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071221,-1.2,-1,48,1.7,0,71,0,24.5,94,74
2022071222,-1.5,-0.2,79,1.6,0,73,0,24.2,94,74
2022071223,-0.3,0.1,110,0.4,0,78,0,23.2,94,74
2022071224,-0.7,0,83,0.8,0,85,0,21.9,94,74
2022071301,0,-0.8,359,0.9,0,83,0,21.7,94,74
2022071302,-0.3,-0.5,31,0.7,0,86,0,21.2,94,74
2022071303,0,-0.9,6,1,0,83,0,21.7,94,74
2022071304,-0.7,0,85,0.8,0,87,0,21.7,94,74
2022071305,-0.7,-0.1,78,0.8,0,82,0,22.3,94,74
2022071306,0,-0.3,358,0.4,0,83,0,22.9,94,74
2022071307,0,0,0,0,0,78,0,24.3,94,74
2022071308,-0.4,0.7,142,0.9,0,72,0,25.2,94,74
2022071309,-1,1.3,138,1.7,0,71,0,25.8,94,74
2022071310,-0.6,3.4,169,3.5,0,71,0,25.7,94,74
2022071311,-0.2,2.1,172,2.1,0,69,0,26.4,94,74
2022071312,-0.7,2.3,160,2.4,0,70,0,26,94,74
2022071313,-1.5,1.5,134,2.2,0,76,0,25.6,94,74
2022071314,-2.2,-0.5,76,2.4,0,77,0,25.5,94,74
2022071315,-3.2,-1.1,70,3.5,0,78,0,25,94,74
2022071316,-1.6,-0.3,77,1.7,0,75,0,25.2,94,74
2022071317,-1.3,0.2,98,1.4,0,77,0,24.9,94,74
