dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071221,-5.3,2.3,113,5.9,0,89,0,19.5,97,78
2022071222,-2.8,-0.2,84,2.9,0,86,0,19.7,97,78
2022071223,-5.2,1.1,102,5.4,0,82,0,19.6,97,78
2022071224,-4.3,2.9,124,5.3,0,88,0,19.1,97,78
2022071301,-3.2,1.4,113,3.6,0,88,0,19.4,97,78
2022071302,-2.9,2.3,127,3.8,0,93,0,19.2,97,78
2022071303,-3,1.3,112,3.4,0,92,0,19.4,97,78
2022071304,-3.5,1.5,113,3.9,0,92,0,19.3,97,78
2022071305,-3.7,2,118,4.3,0,92,0,19.3,97,78
2022071306,-2.7,0.9,108,2.9,0,91,0,19.6,97,78
2022071307,-2.6,2.2,129,3.5,0,91,0,20,97,78
2022071308,-1.7,1.9,136,2.6,0,91,0,20.4,97,78
2022071309,-2.4,3.3,143,4.2,0,87,0,21.1,97,78
2022071310,-2.9,4.4,145,5.3,0,90,0,21.1,97,78
2022071311,-3.1,4.1,142,5.2,0,91,0,21,97,78
2022071312,-1.9,4.7,157,5.1,0,88,0,21.4,97,78
2022071313,-2.4,5.4,155,5.9,0,90,0,21.1,97,78
2022071314,-0.9,3.7,165,3.8,0,92,0,20.7,97,78
2022071315,-1.3,2.7,152,3.1,0,91,0,20.5,97,78
2022071316,-2.1,5.5,158,5.9,0,92,0,20.8,97,78
2022071317,-1.7,2.9,148,3.4,0,93,0,20.5,97,78
