dataTime,93_71,93_72,93_73,93_74,93_75,93_76,93_77,93_78,93_79,93_80,94_71,94_72,94_73,94_74,94_75,94_76,94_77,94_78,94_79,94_80,95_71,95_72,95_73,95_74,95_75,95_76,95_77,95_78,95_79,95_80,96_71,96_72,96_73,96_74,96_75,96_76,96_77,96_78,96_79,96_80,97_71,97_72,97_73,97_74,97_75,97_76,97_77,97_78,97_79,97_80,98_71,98_72,98_73,98_74,98_75,98_76,98_77,98_78,98_79,98_80,99_71,99_72,99_73,99_74,99_75,99_76,99_77,99_78,99_79,99_80,100_71,100_72,100_73,100_74,100_75,100_76,100_77,100_78,100_79,100_80,101_71,101_72,101_73,101_74,101_75,101_76,101_77,101_78,101_79,101_80,102_71,102_72,102_73,102_74,102_75,102_76,102_77,102_78,102_79,102_80
2022071408,,26.8,26.5,26.5,26.1,27.6,27.6,28.1,26.5,26.5,,26.8,26.8,26.5,27.6,27.6,27.6,27.6,25.8,26.5,,,27.5,27.5,27.5,27.6,27.6,26.8,27.6,25.8,,,25.9,26.1,27.5,27.5,27.5,27.7,28.0,27.2,,,25.9,25.9,26.8,27.7,27.7,23.0,27.7,27.3,,,25.9,25.9,26.6,27.2,27.2,28.0,27.2,27.2,,,,26.6,26.4,26.4,27.2,28.0,27.2,27.2,,,,,26.4,26.4,26.0,26.0,26.0,27.2,,,,,,26.4,26.0,26.0,26.0,25.0,,,,,,,,,25.0,25.0
2022071409,,29.1,26.6,26.6,26.5,28.3,28.3,28.7,27.5,27.5,,29.1,29.1,26.6,28.3,28.3,28.3,28.3,26.8,27.5,,,27.4,27.4,27.4,28.3,28.3,26.7,28.3,26.8,,,26.4,26.5,27.4,28.1,28.1,28.1,28.1,27.4,,,26.4,26.4,26.7,28.2,28.2,23.3,28.1,26.8,,,26.4,26.4,26.1,27.9,27.9,28.1,27.4,27.4,,,,26.1,27.3,27.3,27.9,28.1,27.4,27.4,,,,,27.3,27.3,25.9,25.9,25.9,27.4,,,,,,27.3,25.9,25.9,25.9,26.6,,,,,,,,,26.6,26.6
2022071410,,28.4,27.1,27.1,26.9,27.8,27.8,29.0,28.4,28.4,,28.4,28.4,27.1,27.8,27.8,27.8,27.8,27.9,28.4,,,27.6,27.6,27.6,27.8,27.8,27.1,27.8,27.9,,,26.8,26.9,27.6,28.5,28.5,28.3,27.9,27.5,,,26.8,26.8,27.1,28.3,28.3,23.3,28.3,27.3,,,26.8,26.8,26.3,27.7,27.7,27.9,27.5,27.5,,,,26.3,26.9,26.9,27.7,27.9,27.5,27.5,,,,,26.9,26.9,25.4,25.4,25.4,27.5,,,,,,26.9,25.4,25.4,25.4,25.2,,,,,,,,,25.2,25.2
2022071411,,27.4,28.3,28.3,29.1,30.1,30.1,30.4,30.2,30.2,,27.4,27.4,28.3,30.1,30.1,30.1,30.1,30.5,30.2,,,29.3,29.3,29.3,30.1,30.1,28.6,30.1,30.5,,,28.4,29.1,29.3,30.9,30.9,30.9,30.3,28.3,,,28.4,28.4,28.6,31.0,31.0,23.8,30.9,28.7,,,28.4,28.4,28.4,30.1,30.1,30.3,28.3,28.3,,,,28.4,28.5,28.5,30.1,30.3,28.3,28.3,,,,,28.5,28.5,28.0,28.0,28.0,28.3,,,,,,28.5,28.0,28.0,28.0,26.0,,,,,,,,,26.0,26.0
2022071412,,30.4,30.3,30.3,30.3,31.3,31.3,30.8,31.3,31.3,,30.4,30.4,30.3,31.3,31.3,31.3,31.3,31.6,31.3,,,30.6,30.6,30.6,31.3,31.3,30.3,31.3,31.6,,,30.0,30.3,30.6,31.7,31.7,31.3,31.5,31.3,,,30.0,30.0,30.3,31.1,31.1,25.5,31.3,31.4,,,30.0,30.0,30.9,30.7,30.7,31.5,31.3,31.3,,,,30.9,31.6,31.6,30.7,31.5,31.3,31.3,,,,,31.6,31.6,31.4,31.4,31.4,31.3,,,,,,31.6,31.4,31.4,31.4,27.5,,,,,,,,,27.5,27.5
2022071413,,33.0,30.9,30.9,30.7,32.4,32.4,32.4,32.9,32.9,,33.0,33.0,30.9,32.4,32.4,32.4,32.4,32.3,32.9,,,32.1,32.1,32.1,32.4,32.4,31.7,32.4,32.3,,,31.0,30.7,32.1,33.0,33.0,32.5,32.9,32.0,,,31.0,31.0,31.7,33.1,33.1,26.5,32.5,32.7,,,31.0,31.0,31.8,32.4,32.4,32.9,32.0,32.0,,,,31.8,33.0,33.0,32.4,32.9,32.0,32.0,,,,,33.0,33.0,31.8,31.8,31.8,32.0,,,,,,33.0,31.8,31.8,31.8,26.6,,,,,,,,,26.6,26.6
2022072510,,27.4,29,29,25.3,29.5,29.5,29.5,29.6,29.6,,27.4,27.4,29,29.5,29.5,29.5,29.5,30.8,29.6,,,29.4,29.4,29.4,29.5,29.5,29.6,29.5,30.8,,,28.1,25.3,29.4,30.1,30.1,30.9,29.4,27.4,,,28.1,28.1,29.6,29.9,29.9,23.9,30.9,30.8,,,28.1,28.1,27.7,29.8,29.8,29.4,27.4,27.4,,,,27.7,27,27,29.8,29.4,27.4,27.4,,,,,27,27,24.1,24.1,24.1,27.4,,,,,,27,24.1,24.1,24.1,24.6,,,,,,,,,24.6,24.6
