dataTime,93_71,93_72,93_73,93_74,93_75,93_76,93_77,93_78,93_79,93_80,94_71,94_72,94_73,94_74,94_75,94_76,94_77,94_78,94_79,94_80,95_71,95_72,95_73,95_74,95_75,95_76,95_77,95_78,95_79,95_80,96_71,96_72,96_73,96_74,96_75,96_76,96_77,96_78,96_79,96_80,97_71,97_72,97_73,97_74,97_75,97_76,97_77,97_78,97_79,97_80,98_71,98_72,98_73,98_74,98_75,98_76,98_77,98_78,98_79,98_80,99_71,99_72,99_73,99_74,99_75,99_76,99_77,99_78,99_79,99_80,100_71,100_72,100_73,100_74,100_75,100_76,100_77,100_78,100_79,100_80,101_71,101_72,101_73,101_74,101_75,101_76,101_77,101_78,101_79,101_80,102_71,102_72,102_73,102_74,102_75,102_76,102_77,102_78,102_79,102_80
2022071408,,89,86,86,84,87,87,83,85,85,,89,89,86,87,87,87,87,85,85,,,86,86,86,87,87,84,87,85,,,92,84,86,84,84,86,76,73,,,92,92,84,82,82,96,86,85,,,92,92,88,85,85,76,73,73,,,,88,88,88,85,76,73,73,,,,,88,88,92,92,92,73,,,,,,88,92,92,92,93,,,,,,,,,93,93
2022071409,,84,85,85,82,87,87,79,79,79,,84,84,85,87,87,87,87,79,79,,,86,86,86,87,87,86,87,79,,,91,82,86,82,82,85,75,72,,,91,91,86,82,82,96,85,87,,,91,91,90,81,81,75,72,72,,,,90,85,85,80,75,72,72,,,,,85,85,92,92,92,72,,,,,,85,92,92,92,87,,,,,,,,,87,87
2022071410,,81,84,84,83,86,86,80,79,79,,81,81,84,86,86,86,86,79,79,,,86,86,86,86,86,85,86,79,,,90,83,86,81,81,85,76,72,,,90,90,85,81,81,96,85,86,,,90,90,91,82,82,76,72,72,,,,91,88,88,82,76,72,72,,,,,88,88,93,93,93,72,,,,,,88,93,93,93,90,,,,,,,,,90,90
2022071411,,86,81,81,77,77,77,75,70,70,,86,86,81,77,77,77,77,70,70,,,81,81,81,77,77,80,77,70,,,87,77,81,74,74,74,68,68,,,87,87,80,74,74,96,74,80,,,87,87,85,79,79,68,68,68,,,,85,82,82,79,68,68,68,,,,,82,82,85,85,85,68,,,,,,82,85,85,85,90,,,,,,,,,90,90
2022071412,,76,73,73,71,76,77,75,66,66,,76,76,73,76,76,76,76,66,66,,,76,76,76,76,77,72,76,66,,,81,71,76,71,71,70,61,61,,,81,81,72,71,71,96,70,67,,,81,81,76,70,70,61,61,61,,,,76,70,70,70,61,61,61,,,,,70,70,76,76,76,61,,,,,,70,76,76,76,84,,,,,,,,,84,84
2022071413,,71,72,72,68,67,67,66,59,59,,71,71,72,67,67,67,67,59,59,,,72,72,72,67,67,67,67,59,,,76,68,72,61,61,63,50,54,,,76,76,67,67,67,83,63,58,,,76,76,72,62,62,50,54,54,,,,72,66,66,62,50,54,54,,,,,66,66,72,72,72,54,,,,,,66,72,72,72,83,,,,,,,,,83,83
2022072510,,84,71,71,82,76,76,71,70,70,,84,84,71,76,76,76,76,70,70,,,72,72,72,76,76,72,76,70,,,82,82,72,71,71,67,65,72,,,82,82,72,71,71,86,67,68,,,82,82,83,70,70,65,72,72,,,,83,82,82,70,65,72,72,,,,,82,82,93,93,93,72,,,,,,82,93,93,93,94,,,,,,,,,94,94
