dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071221,-1.3,-1.4,43,2,0,84,0,22.7,101,77
2022071222,-1.1,-1.1,46,1.7,0,81,0,22.6,101,77
2022071223,-1,-1.2,40,1.7,0,79,0,22.6,101,77
2022071224,-1.2,-1.2,45,1.9,0,80,0,22.2,101,77
2022071301,-0.4,-1.3,20,1.5,0,87,0,21.2,101,77
2022071302,-0.9,-1,42,1.5,0,85,0,22.3,101,77
2022071303,-0.9,-1,43,1.5,0,85,0,22.3,101,77
2022071304,0.1,0,303,0.1,0,88,0,21.8,101,77
2022071305,-1,-1.1,43,1.6,0,86,0,22.4,101,77
2022071306,-0.5,-0.9,30,1.2,0,84,0,22.8,101,77
2022071307,-0.6,0.1,100,0.7,0,85,0,23.6,101,77
2022071308,-1.4,0,85,1.5,0,83,0,23.8,101,77
2022071309,-1,0,84,1.1,0,78,0,24.8,101,77
2022071310,-1,-0.3,73,1.2,0,79,0,24.8,101,77
2022071311,-1.1,-0.2,77,1.2,0,83,0,24.6,101,77
2022071312,-1.5,-0.1,83,1.6,0,82,0,25.6,101,77
2022071313,-0.8,0.5,119,1,0,84,0,25.6,101,77
2022071314,-0.4,0.8,149,0.9,0,87,0,25,101,77
2022071315,0.1,0.6,186,0.6,0,89,0,24.7,101,77
2022071316,0.1,0.7,185,0.7,0,91,0,24.3,101,77
2022071317,0.4,0.3,233,0.5,0,89,0,24.3,101,77
