dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2022071408,2.7,-0.4,280,2.7,0,86,0,26.5,93,73
2022071409,3.0,-0.5,281,3.1,0,85,0,26.6,93,73
2022071410,3.4,1.2,251,3.6,0,84,0,27.1,93,73
2022071411,3.3,0.1,268,3.3,0,81,0,28.3,93,73
2022071412,3.0,1.3,247,3.3,0,73,0,30.3,93,73
2022071413,3.0,0.9,253,3.1,0,72,0,30.9,93,73
2022072510,0.6,1.3,205,1.4,0,71,0,29,93,73
