dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022071509,17,30,21,33,33,14,19,30,33,15,31,38,29,33,37,32,45,36,16,29,24,22,24,40,29,18,48,29,49,17,28,
2022071512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022071513,10,25,46,36,33,28,41,36,48,37,42,39,34,42,46,24,69,45,36,46,37,23,23,40,23,18,25,36,61,26,35,
