dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022071509,8,21,17,22,24,9,9,15,28,13,16,21,17,21,13,28,28,26,9,11,11,15,10,23,14,14,26,25,19,11,14,
2022071512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022071513,6,22,31,27,17,17,23,21,33,37,25,27,17,26,29,19,38,34,22,18,25,15,17,24,17,11,17,27,28,21,23,
