dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022071509,0.012,0.019,0.024,0.02,0.019,0.040999999999999995,0.012,0.015,0.025,0.013000000000000001,0.040999999999999995,0.021,0.037000000000000005,0.021,0.013999999999999999,0.028999999999999998,0.019,0.028999999999999998,0.009000000000000001,0.02,0.017,0.016,0.017,0.03,0.021,0.021,0.018000000000000002,0.033,0.031,0.015,0.024,
2022071512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022071513,0.015,0.012,0.015,0.020,0.016,0.033,0.012,0.006,0.023,0.014,0.019,0.021,0.029,0.019,0.013,,0.017,0.023,0.008,0.015,0.019,0.009,0.014,0.023,0.009,0.008,0.011,0.036,0.011,0.012,,
